Uniprot;EGF+I/Ctrl
P30414|Q59EC3|Q6M1B8|Q6MZH6|Q6N014;1.0
P30414|Q59EC3|Q6M1B8|Q6MZH6|Q6N014;1.3
P30414|Q59EC3|Q6M1B8|Q6MZH6|Q6N014;1.6
P30414|Q59EC3|Q6M1B8|Q6MZH6|Q6N014;1.6
P30291|Q6MZL0|Q6NSL2|Q86V29;0.1
P30291|Q6MZL0|Q6NSL2|Q86V29;0.1
P30291|Q6MZL0|Q6NSL2|Q86V29;0.4
P30291|Q6MZL0|Q6NSL2|Q86V29;0.4
P30050|Q59FI9|A8MTE8|A6NKJ6;1.0
P29966|Q05C82|Q6NVI1;0.3
P29966|Q05C82|Q6NVI1;0.4
P29966|Q05C82|Q6NVI1;1.0
P29590-1|P29590|Q9BZX9|Q9BZY1|Q9BZX7|Q9BZY2|P29590-3|Q71RA7|Q9BWP7|Q15959|P29590-5|P29590-2|Q9BZY3|A4VCI9|Q59FP9|Q9BZX6|P29590-4|Q9BZX8|Q9BZY0|Q9UE85|Q05835|Q59GQ8|Q59H09|Q9BPW2;1.0
P29590-1|P29590|Q9BZX9|Q9BZY1|Q9BZX7|Q9BZY2|P29590-3|Q71RA7|Q9BWP7|Q15959|P29590-5|P29590-2|Q9BZY3|A4VCI9|Q59FP9|Q9BZX6|P29590-4|Q9BZX8|Q9BZY0|Q9UE85;0.1
P29590-1|P29590|Q9BZX9|Q9BZY1|Q9BZX7|Q9BZY2|P29590-3|Q71RA7|Q9BWP7|Q15959|P29590-5|P29590-2|Q9BZY3|A4VCI9|Q59FP9|Q9BZX6|P29590-4|Q9BZX8|Q9BZY0|Q9UE85;0.1
P29374-1|P29374|P29374-2|P29374-3|A8MYU0|Q05CG0;1.0
P29374-1|P29374|P29374-2|P29374-3|A8MYU0|Q05CG0;1.0
P29353-1|P29353|Q5T183|Q5T184|Q5T182|Q8NFT1|P29353-3|Q5T186|P29353-2|Q5T185|Q5T180|Q5T189|Q59HB0|Q5T188;0.5
P28908-1|P28908|A5D8T4|Q5VXL7;0.6
P28908-1|P28908|A5D8T4|Q5VXL7;1.4
P28908-1|P28908|A5D8T4|Q5VXL7;1.4
P28715|A6NGT4|Q59FZ7|Q5JUS5|Q9HD60;0.6
P28715|A6NGT4|Q59FZ7|Q5JUS5|Q9HD60;0.7
P28715|A6NGT4|Q59FZ7|Q5JUS5|Q9HD60;0.7
P28715|A6NGT4|Q59FZ7|Q5JUS5|Q9HD60;1.2
P28715|A6NGT4|Q59FZ7|Q5JUS5|Q9HD60;1.2
P28715|A6NGT4|Q59FZ7|Q5JUS5|Q9HD60;1.2
P28482|Q1HBJ4|Q499G7|A8CZ64;0.0
P28482|Q1HBJ4|Q499G7|A8CZ64;0.1
P28482|Q1HBJ4|Q499G7|A8CZ64;0.1
P28370-1|P28370|A6NFS5|P28370-2|Q5JV40|Q5JZ57;0.9
P28290-1|P28290|A8K6T0|P28290-3|P28290-2;0.7
P28290-1|P28290|A8K6T0|P28290-3|P28290-2;0.7
P28066|Q5U0A0;0.6
P28066|Q5U0A0;1.4
P27824;0.9
P27824;0.9
P27824;1.0
P27824;1.1
P27816-1|P27816|Q05D06|Q6NX68|Q59FT2|P27816-2|Q6ZUW9|Q86Y04|Q8NDS5|Q68D74|Q8TB56;1.0
P27816-1|P27816|Q05D06|Q6NX68|Q59FT2|P27816-2;0.6
P27816-1|P27816|Q05D06|Q6NX68|Q59FT2|P27816-2;1.0
P27816-1|P27816|Q05D06|Q6NX68|Q59FT2;1.2
P27708|Q53SY7|Q53SZ4|Q96CK3;0.7
P27448-1|P27448|Q86U11|P27448-5|P27448-2|P27448-4|P27448-3|Q86TT8;0.9
P27361|Q7Z3H5|Q8NHX1|A8CZ58|Q8NHX0;0.0
P27361|Q7Z3H5|Q8NHX1|A8CZ58|Q8NHX0;0.0
P26373|A8K4C8|O60250|Q567Q8|Q6NZ55|A6NEE3;0.3
P26358-1|P26358|Q59FP7|P26358-2|A0AV63|Q569F5|P26358-3;0.5
P26358-1|P26358|Q59FP7|P26358-2|A0AV63|Q569F5;0.7
P26038|Q6PJT4|A8MZ70;1.3
P25788-1|P25788|Q6IB71|P25788-2;1.2
P25788-1|P25788|Q6IB71|P25788-2;1.2
P25685|Q6FHS4|Q6FI51;14.0
P25490;1.3
P25440-2|P25440|A2AAU0|A2AAU1|P25440-1|A2BEA7|Q63HQ9|Q658Y7;0.3
P25440-2|P25440|A2AAU0|A2AAU1|P25440-1|A2BEA7|Q63HQ9|Q658Y7;0.3
P25440-2|P25440|A2AAU0|A2AAU1|P25440-1|A2BEA7|Q63HQ9|Q658Y7;0.3
P25205|Q53HJ4|Q8NHX6|Q7Z6P5;0.4
P25205|Q53HJ4|Q8NHX6|Q7Z6P5;1.0
P25205|Q53HJ4|Q8NHX6|Q7Z6P5;1.1
P25205|Q53HJ4|Q8NHX6|Q7Z6P5;1.2
P25054-1|P25054|A1YIQ7|A1YR11|A5HB94|A5HB95|A5HB96|A5HB97|A5JUM8|A8K0K2|Q16097|Q4LE70|Q5EBR9|Q5EEK4|Q6B4H6|Q9HAW6|Q9P119|Q9UM98|P25054-2|Q7Z2Q8;0.5
P25054-1|P25054|A1YIQ7|A1YR11|A5HB94|A5HB95|A5HB96|A5HB97|A5JUM8|A8K0K2|Q16097|Q4LE70|Q5EBR9|Q5EEK4|Q6B4H6|Q9HAW6|Q9P119|Q9UM98|P25054-2|Q7Z2Q8;0.7
P25054-1|P25054|A1YIQ7|A1YR11|A5HB94|A5HB95|A5HB96|A5HB97|A5JUM8|A8K0K2|Q16097|Q4LE70|Q5EBR9|Q5EEK4|Q6B4H6|Q9HAW6|Q9P119|Q9UM98|P25054-2|Q7Z2Q8;0.8
P25054-1|P25054|A1YIQ7|A1YR11|A5HB94|A5HB95|A5HB96|A5HB97|A5JUM8|A8K0K2|Q16097|Q4LE70|Q5EBR9|Q5EEK4|Q6B4H6|Q9HAW6|Q9P119|Q9UM98|P25054-2|Q7Z2Q8;0.9
P25054-1|P25054|A1YIQ7|A1YR11|A5HB94|A5HB95|A5HB96|A5HB97|A5JUM8|A8K0K2|Q16097|Q4LE70|Q5EBR9|Q5EEK4|Q6B4H6|Q9HAW6|Q9P119|Q9UM98|P25054-2|Q7Z2Q8;1.1
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.3
P24928|A6NN93|Q6NX41;0.4
P24928|A6NN93|Q6NX41;0.4
P24928|A6NN93|Q6NX41;0.4
P24928|A6NN93|Q6NX41;0.4
P24928|A6NN93|Q6NX41;0.5
P24928|A6NN93|Q6NX41;0.5
P24534|A8K795|A8MY08|A4D1M6|A6NP08;1.0
P24534|A8K795|A8MY08|A4D1M6|A6NP08;1.0
P24534|A8K795|A8MY08;1.0
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;0.3
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;0.6
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;0.6
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;0.7
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;0.8
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;0.9
P23588|Q4G0E3|Q53HQ2|Q6GPH5|Q6IB46|Q7Z5Y0|Q8WYK5;1.3
P23528|A6NHM1;1.3
P23528|A6NHM1;1.3
P23528|A6NHM1;1.3
P23528|A6NHM1;1.7
P23497-4|P23497|Q68DS7|Q6ZMK3|P23497-1|Q53TD0|P23497-3|P23497-2|P23497-5|Q4ZG64|Q8TE34|Q9P0W1;0.8
P23497-4|P23497|Q68DS7|Q6ZMK3|P23497-1|Q53TD0|P23497-3|P23497-2|P23497-5|Q4ZG64|Q8TE34|Q9P0W1;0.9
P23497-4|P23497|Q68DS7|Q6ZMK3|P23497-1|Q53TD0|P23497-3|P23497-2|P23497-5|Q4ZG64|Q8TE34|Q9P0W1;0.9
P23497-4|P23497|Q68DS7|Q6ZMK3|P23497-1|Q53TD0|P23497-3|P23497-2|P23497-5|Q4ZG64|Q8TE34|Q9P0W1;0.9
P23497-4|P23497|Q68DS7|Q6ZMK3|P23497-1|Q53TD0|P23497-3|P23497-2|P23497-5|Q4ZG64|Q8TE34|Q9P0W1;0.9
P23396|Q53G83|Q6IPX9|Q9NQS8;0.6
P23246-1|P23246|Q5SZ71|Q6PIX2|Q86VG2|Q9BSV4|P23246-2;1.1
P23193-1|P23193|A8K339|P23193-2|A6NF25;0.9
P22670;0.3
P22626-1|P22626|A8K064|P22626-2|Q9BWA9;0.9
P22626-1|P22626|A8K064|P22626-2;0.5
P22626-1|P22626|A8K064|P22626-2;0.9
P22314|Q5JRR8|Q5JRS0|Q5JRR9|Q5JRS2|Q5JRS3|Q5JRS1;1.1
P22234|Q68CQ5;1.2
P22087|Q96BS4;1.0
P22059;1.2
P22059;1.2
P21796;1.0
P21796;1.1
P21796;1.2
P21675-4|P21675|P21675-3|A5CVC9|A6NIT0|A8MWR5;1.2
P21359-1|P21359|P21359-2|A8K1M1|Q14931|Q7Z3J5|Q9UMU3|Q4W6X4|Q59FX3;0.7
P21359-1|P21359|P21359-2|A8K1M1|Q14931|Q7Z3J5|Q9UMU3|Q4W6X4|Q59FX3;1.3
P21333|Q5HY55|Q60FE5|Q8NF52|Q5HY53|Q60FE6|Q6NXF2|Q8TES4|Q5HY54|Q86TQ3|Q96C61|A6NDY9;1.1
P21127-1|P21127|P21127-2|Q6PK02|P21127-9|P21127-3|P21127-8|P21127-6|A4VCI5|P21127-10|P21127-5|Q6P5Y5|P21127-4|P21127-12;0.7
P21127-1|P21127|P21127-2|Q6PK02|P21127-9;1.1
P21127-1|P21127|P21127-2|Q6PK02|P21127-9;1.1
P20700|Q6DC98;0.5
P20700|Q6DC98;0.5
P20700|Q6DC98;0.5
P20290-1|P20290|A6NM16|P20290-2|A8K510;0.7
P20042|Q3B7I9|Q6IBR8|Q96I16|A6NK07|Q59GZ3;0.9
P20042|Q3B7I9|Q6IBR8|Q96I16|A6NK07;0.8
P20042|Q3B7I9|Q6IBR8|Q96I16|A6NK07;0.9
P20042|Q3B7I9|Q6IBR8|Q96I16|A6NK07;1.2
P20020-1|P20020|P20020-4|P20020-3|Q3L582|P20020-6|A1X4P7;0.4
P20020-1|P20020|P20020-4|P20020-3|Q3L582|P20020-6|A1X4P7;0.4
P20020-1|P20020|P20020-4|P20020-3|Q3L582|P20020-6|A1X4P7;0.5
P20020-1|P20020|P20020-4|P20020-3|Q3L582|P20020-6|A1X4P7;0.5
P19532|A8MZL6;1.0
P19532|A8MZL6;1.0
P19532|A8MZL6;1.0
P19532|A8MZL6;1.0
P19338-1|P19338|P19338-2|Q9BQ02|Q9UCF0;1.3
P19338-1|P19338|P19338-2|Q9BQ02|Q9UCF0;1.3
P19338-1|P19338|P19338-2|Q6ZS99|Q9BQ02|Q9UCF0;0.8
P19338-1|P19338|P19338-2|Q6ZS99|Q9BQ02|Q9UCF0;1.0
P19338-1|P19338|P19338-2|Q6ZS99|Q9BQ02|Q9UCF0;1.4
P19338-1|P19338|P19338-2|Q6ZS99|Q9BQ02|Q9UCF0;1.7
P19021-1|P19021|A6NMR0|A8K293|Q54A45|P19021-3|P19021-4|P19021-2|A6NMH0|O43211;1.0
P19021-1|P19021|A6NMR0|A8K293|Q54A45|P19021-3|P19021-4|P19021-2|A6NMH0|O43211;1.0
P18887|Q59HH7|Q6IBS4;0.3
P18887|Q59HH7|Q6IBS4;0.3
P18887|Q59HH7|Q6IBS4;0.3
P18887|Q59HH7|Q6IBS4;0.9
P18858|Q2TB12|Q59HG7|Q76GR4;0.5
P18858|Q2TB12|Q59HG7|Q76GR4;0.5
P18858|Q2TB12|Q59HG7|Q76GR4;0.6
P18858|Q2TB12|Q59HG7|Q76GR4;0.7
P18858|Q2TB12|Q59HG7|Q76GR4;0.8
P18858|Q2TB12|Q59HG7|Q76GR4;0.9
P18858|Q2TB12|Q59HG7|Q76GR4;1.4
P18615|A2BE08|A2ABK1|A2ABK2|A2ABK3|A2ABK4|Q9BQJ6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|Q6ZRV7;0.5
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.6
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.7
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.8
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.9
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;0.9
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.0
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.0
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.0
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.3
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18583-9|P18583|P18583-5|P18583-1|P18583-7|P18583-4|P18583-3|P18583-10|P18583-2|P18583-8|A0JLP4|Q3SWV4|Q6PKE0|P18583-6;1.4
P18433-1|P18433|P18433-3|P18433-4|A8K2G8|Q59EV9|P18433-2|Q5JWG0|Q5JWG1;1.4
P18206-1|P18206|Q5JQ13|P18206-2;1.1
P18206-1|P18206|Q5JQ13|P18206-2;1.1
P17844|Q59E92|Q7Z2V5;1.1
P17812;0.8
P17812;0.8
P17812;0.8
P17812;0.8
P17812;0.8
P17706-1|P17706|A8K955|Q59F91|P17706-2|A8K3N4|A8MXU3|Q96AU5;0.6
P17706-1|P17706|A8K955|Q59F91|P17706-2|A8K3N4|A8MXU3|Q96AU5;0.8
P17544-2|P17544|Q9UD83;0.7
P17535|Q53EK9|P05412|Q6FHK0|Q6FHM7;0.5
P17275|Q53HP8|Q5U079;0.4
P17275|Q53HP8|Q5U079;0.8
P17252|Q2TSD3|Q59FI5|Q7Z727;1.3
P17096-1|P17096|Q5T6U9|P17096-3;0.4
P17096-1|P17096|Q5T6U9|P17096-3;0.8
P16989-1|P16989|P16989-3;0.7
P16989-1|P16989|P16989-3;0.7
P16989-1|P16989|P16989-3;0.7
P16949|Q96CE4|A2A2D2|A2A2D0|Q59G27|Q93045|A8K9M2;0.9
P16949|Q96CE4|A2A2D2|A2A2D0|Q59G27;0.5
P16949|Q96CE4|A2A2D2|A2A2D0|Q59G27;0.5
P16949|Q96CE4|A2A2D2|A2A2D0|Q59G27;1.2
P16949|Q96CE4|A2A2D2|A2A2D0;1.7
P16403|A8K4I2|P16402|P10412|A3R0T7|A3R0T8|Q4VB24;0.9
P16403|A8K4I2;0.4
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3|P16383-2;0.5
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3|P16383-2;0.5
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3|P16383-2;0.7
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3|P16383-2;1.2
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3|P16383-2;1.2
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3;0.8
P16383-1|P16383|A4UHQ8|A4UHQ9|A4UHR0|Q9BVX3;0.8
P16157-14|P16157|P16157-12|P16157-21|A6NJ23|P16157-1|P16157-3|P16157-16|P16157-5|P16157-8|P16157-10|P16157-15|P16157-13|P16157-4|P16157-7|P16157-6|P16157-9|P16157-11|Q9UMG4|P16157-2;0.9
P16157-14|P16157|P16157-12|P16157-21|A6NJ23|P16157-1|P16157-3|P16157-16|P16157-5|P16157-8|P16157-10|P16157-15|P16157-13|P16157-4|P16157-7|P16157-6|P16157-9|P16157-11|Q9UMG4|P16157-2;1.0
P16157-14|P16157|P16157-12|P16157-21|A6NJ23|P16157-1|P16157-3|P16157-16|P16157-5|P16157-8|P16157-10|P16157-15|P16157-13|P16157-4|P16157-7|P16157-6|P16157-9|P16157-11|Q9UMG4|P16157-2;1.0
P16157-14|P16157|P16157-12|P16157-21|A6NJ23|P16157-1|P16157-3|P16157-16|P16157-5|P16157-8|P16157-10|P16157-15|P16157-13|P16157-4|P16157-7|P16157-6|P16157-9|P16157-11|Q9UMG4|P16157-2;1.6
P16157-14|P16157|P16157-12|P16157-21|A6NJ23|P16157-1|P16157-3|P16157-16|P16157-5|P16157-8|P16157-10|P16157-15|P16157-13|P16157-4|P16157-7|P16157-6|P16157-9|P16157-11|Q9UMG4;1.1
P16157-14|P16157|P16157-12|P16157-21|A6NJ23|P16157-1|P16157-3|P16157-16|P16157-5|P16157-8|P16157-10;1.5
P16150|A8K9B1;0.7
P16150|A8K9B1;1.1
P16150|A8K9B1;1.3
P16118|Q4VBA8|Q4VBA9;0.2
P16070-1|P16070|Q9H5A5|P16070-5|P16070-7|P16070-3|P16070-4|Q9H5A7|P16070-6|P16070-17|P16070-8|P16070-16|P16070-10|Q9H5A6|Q9P2Z2|P16070-11|A5YRN9|P16070-13|P16070-14|P16070-12|A8K309|Q9H5A4;1.0
P15976-1|P15976|P15976-2;0.7
P15924-1|P15924|P15924-2|Q4LE79|A8MUW8|Q6ZP16;0.8
P15923-2|P15923|Q2TB40|Q2TB39|P15923-1|Q6PJU3;0.6
P15923-2|P15923|Q2TB40|Q2TB39|P15923-1|Q6PJU3;0.7
P15923-2|P15923|Q2TB40|Q2TB39|P15923-1|Q6PJU3;1.0
P15884-3|P15884|Q08AP3|Q59ES0|P15884-1|P15884-2;0.6
P15408|Q6FG46|A6NG20;1.1
P15336-1|P15336|A1L3Z2|A4D7U3|A4D7U4|A4D7U7|A4D7U9|A4D7V5|Q3B7B7|Q8TAR1|A4D7V1;0.5
P15336-1|P15336|A1L3Z2|A4D7U3|A4D7U4|A4D7U7|A4D7U9|A4D7V5|Q3B7B7|Q8TAR1|A4D7V1;0.5
P15336-1|P15336|A1L3Z2|A4D7U3|A4D7U4|A4D7U7|A4D7U9|A4D7V5|Q3B7B7|Q8TAR1|A4D7V1;0.7
P15056|A4D1T4|Q75MQ8;0.8
P15056|A4D1T4|Q75MQ8;0.9
P15056|A4D1T4|Q75MQ8;1.1
P14866|A6ND69|Q6NTA2|A6NIT8;1.0
P14866|A6ND69|Q6NTA2;0.7
P14866|A6ND69|Q6NTA2;0.8
P14625|Q59FC6|Q5CAQ5|Q96GW1;1.2
P14618-1|P14618|A6NFK3|P14618-2;0.9
P13861|A8KAH7|Q9BUB1;0.5
P13861|A8KAH7|Q9BUB1;0.8
P13807|A8K6K7|Q53ER0|Q9BTT9;0.6
P13807|A8K6K7|Q53ER0|Q9BTT9;0.6
P13796|Q53FI1|Q59GX5|Q5TBN4|Q5TBN3|Q5TBN5;0.2
P13796|Q53FI1|Q59GX5|Q5TBN4;1.0
P13639|Q6PK56|Q8TA90;0.9
P13639|Q6PK56|Q8TA90;1.2
P13224|Q14422;0.9
P13224|Q14422;0.9
P13051-1|P13051|P13051-2|A8K5M6|Q68DM5|Q6FHS8;0.2
P12277|A8K236|Q6FG40;0.6
P12277|A8K236|Q6FG40;0.9
P12270|A0PJC9|Q15624|Q504U6|Q58F23|Q5SWY0|Q99968|Q9UE33;0.1
P12270|A0PJC9|Q15624|Q504U6|Q58F23|Q5SWY0|Q99968|Q9UE33;1.0
P12268|Q6QE17;0.8
P12268;1.0
P11717|A0N9R6|A0N9R7|Q59EZ3;0.8
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.4
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.4
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.6
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.6
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.7
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.8
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;0.8
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;1.0
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;1.1
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;1.2
P11388-4|P11388|A6NDM0|P11388-1|P11388-3|P11388-2;1.2
P11387|A8KA78|Q6NWZ5|Q6PK95|Q9BVT2;1.3
P11387|A8KA78|Q6NWZ5|Q6PK95|Q9BVT2;1.5
P11277-2|P11277|Q59FP5|P11277-1|P11277-3|O14724|O14725|O14726|Q71VG0|Q71VG1|Q71VG2;1.1
P11274-1|P11274|P11274-2|Q13746|Q8NF93|A2RQD6;0.6
P11274-1|P11274|P11274-2|Q13746|Q12843|Q12844|Q6QJE4|Q6QME9;0.1
P11274-1|P11274|P11274-2|Q13746;0.2
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4|Q4VB87|P11171-3|Q4VB86|P11171-4|Q5TB33|P11171-6|A8MU61;0.7
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4|Q4VB87|P11171-3|Q4VB86|P11171-4|Q5TB33|P11171-6|A8MU61;0.7
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4|Q4VB87|P11171-3|Q4VB86|P11171-4|Q5TB33|P11171-6|A8MU61;0.7
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4|Q4VB87|P11171-3|Q4VB86|P11171-4|Q5TB33|P11171-6|A8MU61;1.0
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4|Q4VB87|P11171-3|Q4VB86|P11171-4|Q5TB33|P11171-6|A8MU61;1.0
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4|Q4VB87|P11171-3|Q4VB86|P11171-4|Q5TB33|P11171-6|A8MU61;1.0
P11171-1|P11171|P11171-7|P11171-2|Q1WWM3|Q59F12|P11171-5|Q5TB36|Q29RX4;1.1
P11169|Q59F54;0.5
P10809|Q53QD5|Q53SE2|Q96RI4|Q9UCR6;1.0
P10636-9|P10636|P10636-1|P10636-8|P10636-7|P10636-5|P10636-6|P10636-4|P10636-3|P10636-2;0.3
P10636-9|P10636|P10636-1|P10636-8|P10636-7|P10636-5|P10636-6|P10636-4|P10636-3|P10636-2;0.5
P10636-9|P10636|P10636-1|P10636-8|P10636-7|P10636-5|P10636-6|P10636-4|P10636-3|P10636-2;0.7
P10636-9|P10636|P10636-1|P10636-8|P10636-7|P10636-5|P10636-6|P10636-4|P10636-3|P10636-2;0.7
P10636-9|P10636|P10636-1|P10636-8|P10636-7|P10636-5|P10636-6|P10636-4|P10636-3|P10636-2;0.9
P10412|A3R0T7|A3R0T8|Q4VB24;0.5
P10242-4|P10242|Q5THS4|Q708E4|Q708E2|P10242-6|Q70AC3|P10242-1|Q708E1|Q708E3|Q708E9|Q708J0|P10242-2|Q708E7;0.4
P09651-1|P09651|P09651-2|A8K4Z8|Q0VAC0|Q32P51|Q3MI39|Q6IPF2|Q9BSM5|A6NHW6|Q3MIB7|A8MYG3|A6NCA2;0.8
P09651-1|P09651|P09651-2|A8K4Z8|Q0VAC0|Q32P51|Q3MI39|Q6IPF2|Q9BSM5|A6NHW6|Q3MIB7|A8MYG3|A6NCA2;0.9
P09651-1|P09651|P09651-2|A8K4Z8|Q0VAC0|Q32P51|Q3MI39|Q6IPF2|Q9BSM5|A6NHW6|Q3MIB7|A8MYG3|A6NCA2;0.9
P09603-1|P09603|A8K6J5|Q5VVF4;0.3
P09496-1|P09496|P09496-3|P09496-2|A8K4W3;0.8
P09496-1|P09496|P09496-3|P09496-2|A8K4W3;2.0
